id;data;nfe;cliente_id;nf_desconto;valor_bruto;valor_venda
68;01/03/2021;SO43873;185;300,65;4387;4086,35
69;28/02/2021;SO43872;180;179,35;2566;2386,65
70;01/03/2021;SO43874;459;16,7;146;129,3
71;01/03/2021;SO43875;238;133,35;3660;3526,65
72;01/03/2021;SO43879;22;282,1;3909;3626,9
73;01/03/2021;SO43878;468;34,1;308;273,9
74;01/03/2021;SO43876;493;114,3;1625;1510,7
75;01/03/2021;SO43877;231;120,1;1547;1426,9
76;02/03/2021;SO43881;277;107,7;1400;1292,3
77;02/03/2021;SO43880;322;96,45;1918;1821,55
78;02/03/2021;SO43882;83;0;225;225
79;03/03/2021;SO43883;364;241,25;3249;3007,75
80;03/03/2021;SO43884;568;246,7;3183;2936,3
81;03/03/2021;SO43887;566;0;225;225
82;03/03/2021;SO43885;537;27,2;450;422,8
83;03/03/2021;SO43886;483;214,3;3640;3425,7
84;04/03/2021;SO43888;184;179,6;2458;2278,4
85;04/03/2021;SO43891;465;68,05;1220;1151,95
86;04/03/2021;SO43893;687;8,1;112;103,9
87;04/03/2021;SO43892;677;137,05;2795;2657,95
88;04/03/2021;SO43894;496;89,7;1204;1114,3
89;04/03/2021;SO43889;332;21,35;283;261,65
90;04/03/2021;SO43895;595;168,8;2551;2382,2
91;04/03/2021;SO43890;521;122,9;1650;1527,1
92;05/03/2021;SO43896;332;73,15;710;636,85
93;06/03/2021;SO43898;514;283,55;5177;4893,45
94;05/03/2021;SO43897;615;96,05;2285;2188,95
95;06/03/2021;SO43904;65;120,4;1868;1747,6
96;06/03/2021;SO43902;208;200,95;3035;2834,05
97;06/03/2021;SO43899;566;122,05;2031;1908,95
98;06/03/2021;SO43900;145;117,65;1168;1050,35
99;06/03/2021;SO43901;632;170,65;1821;1650,35
100;06/03/2021;SO43903;177;0;112;112
101;07/03/2021;SO43905;499;108,6;1532;1423,4
102;08/03/2021;SO43907;19;258,7;4044;3785,3
103;07/03/2021;SO43906;415;184,25;2451;2266,75
104;08/03/2021;SO43910;370;143,75;3032;2888,25
105;08/03/2021;SO43908;129;15,4;442;426,6
106;08/03/2021;SO43909;554;89,95;1600;1510,05
107;08/03/2021;SO43912;17;169,5;3510;3340,5
108;08/03/2021;SO43911;575;112,65;2279;2166,35
109;09/03/2021;SO43917;615;146,55;3079;2932,45
110;09/03/2021;SO43913;266;109,6;1704;1594,4
111;09/03/2021;SO43914;98;24,1;658;633,9
112;09/03/2021;SO44075;362;67,1;1148;1080,9
113;09/03/2021;SO44074;235;35,5;541;505,5
114;09/03/2021;SO44076;559;14,7;634;619,3
115;09/03/2021;SO43916;406;108;1968;1860
116;09/03/2021;SO43915;271;0;84;84
117;10/03/2021;SO44079;155;243,65;6401;6157,35
118;10/03/2021;SO44078;614;113,4;1172;1058,6
119;10/03/2021;SO44077;335;64,3;1132;1067,7
120;11/03/2021;SO44082;77;0;116;116
121;11/03/2021;SO44083;490;44,5;418;373,5
122;12/03/2021;SO44086;21;249;4189;3940
123;11/03/2021;SO44081;543;149,3;2214;2064,7
124;11/03/2021;SO44084;240;0;255;255
125;11/03/2021;SO44080;629;0;136;136
126;11/03/2021;SO44085;463;186,4;3445;3258,6
127;12/03/2021;SO44089;250;35,3;610;574,7
128;12/03/2021;SO44087;231;27,3;288;260,7
129;13/03/2021;SO44093;162;229,3;2934;2704,7
130;12/03/2021;SO44092;338;68,85;1670;1601,15
131;12/03/2021;SO44088;133;22,95;178;155,05
132;12/03/2021;SO44091;342;14,6;1202;1187,4
133;12/03/2021;SO44090;575;154,8;2312;2157,2
134;14/03/2021;SO44098;555;87,85;928;840,15
135;13/03/2021;SO44096;550;33,8;450;416,2
136;13/03/2021;SO44095;252;84,4;1464;1379,6
137;13/03/2021;SO44094;28;14,6;82;67,4
138;13/03/2021;SO44097;500;113,75;1705;1591,25
139;14/03/2021;SO44102;416;28,8;744;715,2
140;14/03/2021;SO44101;333;43,4;714;670,6
141;14/03/2021;SO44099;138;48,5;888;839,5
142;15/03/2021;SO44103;129;35,85;728;692,15
143;14/03/2021;SO44100;530;218,2;3129;2910,8
144;15/03/2021;SO44106;365;0;106;106
145;15/03/2021;SO44105;122;67,4;818;750,6
146;15/03/2021;SO44109;501;156,6;2698;2541,4
147;15/03/2021;SO44107;610;222,05;2646;2423,95
148;15/03/2021;SO44108;459;32,4;329;296,6
149;15/03/2021;SO44104;383;28,05;403;374,95
150;16/03/2021;SO44110;132;210,1;4358;4147,9
151;16/03/2021;SO44113;417;185,1;2512;2326,9
152;16/03/2021;SO44114;494;265,1;3897;3631,9
153;16/03/2021;SO44112;541;30,75;965;934,25
154;16/03/2021;SO44111;69;190,85;2567;2376,15
155;17/03/2021;SO44117;682;121,5;2537;2415,5
156;17/03/2021;SO44115;131;253,6;2718;2464,4
157;17/03/2021;SO44116;47;81,7;1227;1145,3
158;18/03/2021;SO44118;418;0;444;444
159;18/03/2021;SO44120;405;175,2;2369;2193,8
160;19/03/2021;SO44121;240;173;2200;2027
161;18/03/2021;SO44119;457;135,5;1322;1186,5
162;19/03/2021;SO44126;76;79,05;1060;980,95
163;19/03/2021;SO44123;149;11,6;162;150,4
164;19/03/2021;SO44122;346;4,1;273;268,9
165;19/03/2021;SO44124;616;243,7;3301;3057,3
166;19/03/2021;SO44125;416;11,6;497;485,4
167;20/03/2021;SO44127;97;263,2;3354;3090,8
168;20/03/2021;SO44129;297;290,95;4897;4606,05
169;19/06/2023;SO84128;493;92,3;1627;1534,7
170;20/03/2021;SO44128;266;80,05;1627;1546,95
171;21/03/2021;SO44133;303;184,6;3098;2913,4
172;21/03/2021;SO44130;121;73,3;1344;1270,7
173;20/06/2023;SO84130;185;67,25;1344;1276,75
174;21/03/2021;SO44132;370;0;115;115
175;20/06/2023;SO84132;593;0;115;115
176;20/06/2023;SO84131;337;82,45;1423;1340,55
177;21/03/2021;SO44131;154;117,55;1423;1305,45
178;22/06/2023;SO84284;693;194,9;2855;2660,1
179;20/06/2023;SO84133;462;206,25;3098;2891,75
180;22/03/2021;SO44284;246;176,25;2855;2678,75
181;22/03/2021;SO44283;165;247;4700;4453
182;21/06/2023;SO84283;631;369,9;4700;4330,1
183;22/03/2021;SO44280;466;0;136;136
184;21/06/2023;SO84280;462;7,8;136;128,2
185;22/03/2021;SO44281;463;16,8;490;473,2
186;22/03/2021;SO44282;52;188,6;2257;2068,4
187;23/03/2021;SO44287;614;49,6;722;672,4
188;23/03/2021;SO44286;26;60,6;968;907,4
189;23/03/2021;SO44285;45;113,95;1770;1656,05
190;23/03/2021;SO44288;424;384,15;6819;6434,85
191;24/03/2021;SO44289;420;42,6;430;387,4
192;24/03/2021;SO44293;28;247,45;3764;3516,55
193;24/03/2021;SO44290;249;31,05;747;715,95
194;24/03/2021;SO44291;295;17,8;192;174,2
195;23/06/2023;SO84291;484;8,9;192;183,1
196;25/03/2021;SO44294;472;98,05;2074;1975,95
197;23/06/2023;SO84292;136;14,4;476;461,6
198;24/03/2021;SO44292;555;42,65;476;433,35
199;24/06/2023;SO84298;609;243,5;4850;4606,5
200;25/03/2021;SO44298;336;265,75;4850;4584,25
201;24/06/2023;SO84295;110;117,25;1311;1193,75
202;25/03/2021;SO44295;70;68,9;1311;1242,1
203;24/06/2023;SO84297;473;111,25;1241;1129,75
204;25/03/2021;SO44297;310;74,75;1241;1166,25
205;24/06/2023;SO84296;449;181,6;3919;3737,4
206;25/03/2021;SO44296;167;239,55;3919;3679,45
207;24/06/2023;SO84294;61;144,2;2074;1929,8
208;25/06/2023;SO84299;582;285,3;4837;4551,7
209;26/03/2021;SO44299;16;277,15;4837;4559,85
210;27/03/2021;SO44301;41;358,65;5014;4655,35
211;26/06/2023;SO84301;34;319,45;5014;4694,55
212;27/03/2021;SO44302;209;26,7;96;69,3
213;27/03/2021;SO44303;488;0;225;225
214;26/06/2023;SO84303;223;18,7;225;206,3
215;26/06/2023;SO84304;67;66,95;1335;1268,05
216;27/03/2021;SO44304;260;62,5;1335;1272,5
217;27/03/2021;SO44300;360;109,25;1431;1321,75
218;26/06/2023;SO84300;363;128,75;1431;1302,25
219;26/06/2023;SO84302;358;17,8;96;78,2
220;28/03/2021;SO44308;674;89,3;1128;1038,7
221;27/06/2023;SO84308;446;71,2;1128;1056,8
222;28/03/2021;SO44305;197;133,7;3397;3263,3
223;27/06/2023;SO84305;306;136,5;3397;3260,5
224;28/03/2021;SO44306;77;224,6;3260;3035,4
225;27/06/2023;SO84306;551;249,05;3260;3010,95
226;27/06/2023;SO84309;40;190,2;2872;2681,8
227;29/03/2021;SO44309;214;189,6;2872;2682,4
228;28/03/2021;SO44307;552;106,9;1921;1814,1
229;29/06/2023;SO84314;459;244,35;3843;3598,65
230;29/03/2021;SO44314;623;317,95;3843;3525,05
231;29/03/2021;SO44310;320;17,8;96;78,2
232;28/06/2023;SO84310;663;17,8;96;78,2
233;28/06/2023;SO84312;11;42,8;486;443,2
234;29/03/2021;SO44312;490;33,7;486;452,3
235;27/06/2023;SO84307;689;114,85;1921;1806,15
236;28/06/2023;SO84311;244;61,1;1114;1052,9
237;29/03/2021;SO44311;434;57,35;1114;1056,65
238;29/03/2021;SO44313;426;201,2;3014;2812,8
239;28/06/2023;SO84313;380;271,3;3014;2742,7
240;30/03/2021;SO44317;496;320,95;5576;5255,05
241;29/06/2023;SO84317;338;343,7;5576;5232,3
242;31/03/2021;SO44319;2;264,2;2121;1856,8
243;29/06/2023;SO84319;564;183,2;2121;1937,8
244;29/06/2023;SO84315;37;46,55;666;619,45
245;30/03/2021;SO44315;697;60;666;606
246;30/03/2021;SO44316;84;54,8;639;584,2
247;29/06/2023;SO84318;177;54,6;1006;951,4
248;30/03/2021;SO44318;678;69,05;1006;936,95
249;30/06/2023;SO84483;492;45,35;740;694,65
250;31/03/2021;SO44483;114;41,55;740;698,45
251;30/06/2023;SO84485;322;0;112;112
252;31/03/2021;SO44485;513;8,1;112;103,9
253;31/03/2021;SO44487;196;59,95;1308;1248,05
254;29/06/2023;SO84316;578;31,75;639;607,25
255;30/06/2023;SO84487;519;87,15;1308;1220,85
256;30/06/2023;SO84488;403;214,3;4855;4640,7
257;01/04/2021;SO44488;294;286,85;4855;4568,15
258;31/03/2021;SO44484;351;72;725;653
259;30/06/2023;SO84484;701;69,4;725;655,6
260;31/03/2021;SO44481;486;24,9;896;871,1
261;30/06/2023;SO84481;658;69,15;896;826,85
262;30/06/2023;SO84486;514;24,3;208;183,7
263;31/03/2021;SO44486;606;0;208;208
264;21/06/2023;SO84281;126;0;490;490
265;31/03/2021;SO44482;622;14,4;167;152,6
266;01/07/2023;SO84489;388;23,2;762;738,8
267;01/04/2021;SO44489;199;44,1;762;717,9
268;22/06/2023;SO84287;153;58,2;722;663,8
269;01/07/2023;SO84492;295;204,1;3180;2975,9
270;01/04/2021;SO44492;583;218,65;3180;2961,35
271;22/06/2023;SO84286;664;33;968;935
272;01/07/2023;SO84490;566;23,95;1009;985,05
273;22/06/2023;SO84285;117;119,9;1770;1650,1
274;01/04/2021;SO44490;207;32,35;1009;976,65
275;30/06/2023;SO84482;56;0;167;167
276;21/06/2023;SO84282;15;198,2;2257;2058,8
277;22/06/2023;SO84288;687;344,7;6819;6474,3
278;01/04/2021;SO44491;463;47,55;719;671,45
279;23/06/2023;SO84289;652;56,65;430;373,35
280;01/07/2023;SO84491;441;39,05;719;679,95
281;23/06/2023;SO84293;504;325,45;3764;3438,55
282;02/07/2023;SO84493;573;117,9;1211;1093,1
283;02/04/2021;SO44493;89;68,8;1211;1142,2
284;23/06/2023;SO84290;35;62,25;747;684,75
285;02/04/2021;SO44495;564;22,1;796;773,9
286;02/07/2023;SO84495;25;10,1;796;785,9
287;02/04/2021;SO44494;51;260,9;3367;3106,1
288;02/04/2021;SO44496;149;185,7;3303;3117,3
289;03/07/2023;SO84496;636;223,5;3303;3079,5
290;03/07/2023;SO84499;452;36,3;949;912,7
291;03/04/2021;SO44499;415;63,85;949;885,15
292;03/04/2021;SO44498;225;117,6;1809;1691,4
293;03/07/2023;SO84498;601;189,15;1809;1619,85
294;03/04/2021;SO44500;638;96,3;1364;1267,7
295;03/07/2023;SO84500;124;60,45;1364;1303,55
296;02/07/2023;SO84494;618;279,6;3367;3087,4
297;03/07/2023;SO84501;692;200,45;3540;3339,55
298;03/04/2021;SO44501;136;197,45;3540;3342,55
299;03/04/2021;SO44497;274;7,2;402;394,8
300;03/07/2023;SO84497;354;38,7;402;363,3
301;03/04/2021;SO44502;95;119,25;2743;2623,75
302;04/07/2023;SO84502;534;96,75;2743;2646,25
303;04/07/2023;SO84504;532;292;4217;3925
304;04/04/2021;SO44504;221;330,05;4217;3886,95
305;04/04/2021;SO44505;581;66,9;1858;1791,1
306;05/04/2021;SO44506;351;248,8;4589;4340,2
307;05/07/2023;SO84506;281;279,85;4589;4309,15
308;04/07/2023;SO84503;642;72;503;431
309;04/04/2021;SO44503;693;56,4;503;446,6
310;05/07/2023;SO84509;662;306,7;5494;5187,3
311;05/04/2021;SO44509;605;294,6;5494;5199,4
312;04/07/2023;SO84505;216;62,95;1858;1795,05
313;05/04/2021;SO44507;515;68,5;1668;1599,5
314;05/07/2023;SO84507;407;134,15;1668;1533,85
315;05/07/2023;SO84508;561;24,4;670;645,6
316;05/04/2021;SO44508;545;37,65;670;632,35
317;06/04/2021;SO44512;197;32;268;236
318;06/07/2023;SO84512;205;33,5;268;234,5
319;06/04/2021;SO44513;239;118,65;2091;1972,35
320;06/07/2023;SO84513;642;167,65;2091;1923,35
321;06/04/2021;SO44511;224;28;556;528
322;06/07/2023;SO84516;699;21,6;290;268,4
323;06/04/2021;SO44516;112;7,2;290;282,8
324;06/07/2023;SO84510;174;4,1;106;101,9
325;06/04/2021;SO44510;434;8,2;106;97,8
326;06/04/2021;SO44514;174;78,7;1680;1601,3
327;06/07/2023;SO84514;305;174,15;1680;1505,85
328;07/07/2023;SO84517;157;241,95;4641;4399,05
329;06/07/2023;SO84511;571;51;556;505
330;07/04/2021;SO44517;310;210,6;4641;4430,4
331;06/04/2021;SO44515;438;35,6;1139;1103,4
332;06/07/2023;SO84515;305;106,9;1139;1032,1
333;07/07/2023;SO84520;509;347,15;5567;5219,85
334;08/04/2021;SO44520;433;369,65;5567;5197,35
335;07/04/2021;SO44519;114;15,9;144;128,1
336;07/07/2023;SO84519;340;0;144;144
337;07/04/2021;SO44518;489;263,1;3871;3607,9
338;08/07/2023;SO84521;630;312,2;4416;4103,8
339;08/04/2021;SO44521;23;209,85;4416;4206,15
340;09/07/2023;SO84522;457;233,4;3615;3381,6
341;08/04/2021;SO44522;469;279,4;3615;3335,6
342;09/07/2023;SO84523;550;171,35;2260;2088,65
343;09/04/2021;SO44523;151;196,4;2260;2063,6
344;07/07/2023;SO84518;655;216,3;3871;3654,7
345;09/07/2023;SO84525;532;340,95;4408;4067,05
346;09/04/2021;SO44525;103;268,75;4408;4139,25
347;09/07/2023;SO84524;433;13,7;342;328,3
348;09/04/2021;SO44524;80;0;342;342
349;10/07/2023;SO84528;23;86,7;2300;2213,3
350;10/04/2021;SO44528;558;84,15;2300;2215,85
351;10/04/2021;SO44529;514;20,85;139;118,15
352;10/04/2021;SO44527;364;72,9;858;785,1
353;10/04/2021;SO44526;467;154,8;1619;1464,2
354;10/04/2021;SO44530;547;161,3;3417;3255,7
355;12/04/2021;SO44533;521;197,15;3975;3777,85
356;11/04/2021;SO44532;516;21,6;162;140,4
357;11/04/2021;SO44531;165;203,35;3591;3387,65
358;12/04/2021;SO44534;441;134,25;2028;1893,75
359;12/07/2023;SO84538;629;351,55;6038;5686,45
360;12/04/2021;SO44538;46;372,7;6038;5665,3
361;12/07/2023;SO84536;351;8,2;106;97,8
362;12/04/2021;SO44536;359;12,3;106;93,7
363;12/04/2021;SO44537;85;8,2;106;97,8
364;12/07/2023;SO84537;263;8,2;106;97,8
365;12/07/2023;SO84535;683;189,9;2150;1960,1
366;12/04/2021;SO44535;91;130,7;2150;2019,3
367;13/07/2023;SO84539;403;0;646;646
368;13/04/2021;SO44539;690;22,65;646;623,35
369;13/04/2021;SO44545;375;57,6;1111;1053,4
370;13/07/2023;SO84545;445;71,15;1111;1039,85
371;13/04/2021;SO44541;398;116,2;1430;1313,8
372;13/07/2023;SO84541;527;94,65;1430;1335,35
373;13/07/2023;SO84546;696;25,05;82;56,95
374;13/04/2021;SO44546;33;16,7;82;65,3
375;13/04/2021;SO44540;253;176,4;2616;2439,6
376;13/07/2023;SO84540;64;150,25;2616;2465,75
377;13/04/2021;SO44542;316;75,3;1396;1320,7
378;13/07/2023;SO84544;244;140,9;2385;2244,1
379;13/04/2021;SO44544;623;138,65;2385;2246,35
380;13/07/2023;SO84543;253;41,75;230;188,25
381;13/04/2021;SO44543;656;50,1;230;179,9
382;14/07/2023;SO84548;442;14,4;150;135,6
383;14/04/2021;SO44548;330;9,6;150;140,4
384;14/04/2021;SO44549;478;155,2;1656;1500,8
385;14/07/2023;SO84549;127;132,95;1656;1523,05
386;14/04/2021;SO44547;462;349,4;5001;4651,6
387;13/07/2023;SO84542;432;99,1;1396;1296,9
388;14/07/2023;SO84547;482;477,3;5001;4523,7
389;15/07/2023;SO84553;254;18,2;182;163,8
390;15/04/2021;SO44553;169;0;182;182
391;15/07/2023;SO84552;587;239,85;2652;2412,15
392;15/04/2021;SO44552;325;181,05;2652;2470,95
393;15/07/2023;SO84550;642;181,2;4025;3843,8
394;15/04/2021;SO44550;320;209,2;4025;3815,8
395;15/04/2021;SO44551;543;153,4;2868;2714,6
396;16/07/2023;SO84554;27;13,6;115;101,4
397;16/04/2021;SO44554;527;6,8;115;108,2
398;16/07/2023;SO84555;412;287,9;3490;3202,1
399;16/04/2021;SO44555;658;240,8;3490;3249,2
400;16/04/2021;SO44556;653;143,45;3156;3012,55
401;16/07/2023;SO84556;220;210,45;3156;2945,55
402;17/07/2023;SO84557;17;181,3;3994;3812,7
403;16/04/2021;SO44557;365;253,35;3994;3740,65
404;15/07/2023;SO84551;384;195,5;2868;2672,5
405;17/04/2021;SO44560;529;25,05;265;239,95
406;17/07/2023;SO84560;251;21,5;265;243,5
407;17/04/2021;SO44559;473;199,25;2995;2795,75
408;17/07/2023;SO84559;4;181,05;2995;2813,95
409;17/04/2021;SO44562;368;164,8;3048;2883,2
410;17/07/2023;SO84562;17;60,3;1284;1223,7
411;17/07/2023;SO84558;378;8,1;112;103,9
412;17/04/2021;SO44558;32;24,3;112;87,7
413;17/04/2021;SO44561;213;91,7;1573;1481,3
414;18/04/2021;SO44563;519;304,75;4783;4478,25
415;19/04/2021;SO44564;282;235,05;3980;3744,95
416;19/04/2021;SO44566;371;152,2;1782;1629,8
417;17/07/2023;SO84561;390;157,55;1573;1415,45
418;19/04/2021;SO44568;385;35,2;453;417,8
419;19/04/2021;SO44569;473;186,95;2216;2029,05
420;19/04/2021;SO44567;351;119,7;2032;1912,3
421;19/04/2021;SO44565;257;31,6;570;538,4
422;19/04/2021;SO44570;7;366,7;5488;5121,3
423;20/04/2021;SO44740;353;110,2;1447;1336,8
424;10/07/2023;SO84527;576;24,45;858;833,55
425;10/07/2023;SO84526;571;135,3;1619;1483,7
426;20/04/2021;SO44741;252;8,1;194;185,9
427;10/07/2023;SO84530;107;199,35;3417;3217,65
428;21/04/2021;SO44742;242;237,85;3806;3568,15
429;12/07/2023;SO84533;539;152,9;3975;3822,1
430;11/07/2023;SO84532;50;14,4;162;147,6
431;10/07/2023;SO84529;233;20,85;139;118,15
432;21/04/2021;SO44743;348;100,1;1590;1489,9
433;11/07/2023;SO84531;113;181,15;3591;3409,85
434;21/04/2021;SO44744;491;277,35;4849;4571,65
435;12/07/2023;SO84534;589;119;2028;1909
436;22/04/2021;SO44746;594;62,2;1234;1171,8
437;22/04/2021;SO44745;131;156,2;2329;2172,8
438;22/04/2021;SO44747;483;68,9;1325;1256,1
439;23/04/2021;SO44749;54;248,95;4901;4652,05
440;24/04/2021;SO44752;114;102,45;2210;2107,55
441;23/04/2021;SO44751;32;15,9;671;655,1
442;23/04/2021;SO44750;92;283,85;3921;3637,15
443;23/04/2021;SO44748;333;0;150;150
444;24/04/2021;SO44754;497;150,9;2176;2025,1
445;24/04/2021;SO44755;594;205,8;4328;4122,2
446;24/04/2021;SO44753;4;8,35;446;437,65
447;25/04/2021;SO44756;134;180,35;2605;2424,65
448;25/04/2021;SO44757;673;86,2;1138;1051,8
449;25/04/2021;SO44758;572;386,8;4574;4187,2
450;26/04/2021;SO44760;300;45,4;612;566,6
451;27/04/2021;SO44763;25;117,85;1234;1116,15
452;26/04/2021;SO44761;423;113,3;1715;1601,7
453;26/04/2021;SO44759;149;35,35;791;755,65
454;26/04/2021;SO44762;202;306,85;3776;3469,15
455;27/04/2021;SO44768;325;295,55;4290;3994,45
456;27/04/2021;SO44764;16;47,25;515;467,75
457;27/04/2021;SO44767;460;110,1;1645;1534,9
458;27/04/2021;SO44769;14;5,6;490;484,4
459;27/04/2021;SO44770;110;73,2;1442;1368,8
460;27/04/2021;SO44765;252;69,35;1990;1920,65
461;27/04/2021;SO44766;8;53,9;594;540,1
462;29/04/2021;SO44772;380;346;5319;4973
463;28/04/2021;SO44771;390;331,65;4824;4492,35
464;29/04/2021;SO44773;38;276,3;3923;3646,7
465;30/04/2021;SO44774;217;56,35;1213;1156,65
466;30/04/2021;SO44777;96;181,2;2492;2310,8
467;01/05/2021;SO44779;217;117,7;1903;1785,3
468;30/04/2021;SO44776;408;206,45;2952;2745,55
469;30/04/2021;SO44775;488;49,55;717;667,45
470;30/04/2021;SO44778;303;183,05;3343;3159,95
471;01/05/2021;SO44784;97;41,8;479;437,2
472;01/05/2021;SO44785;214;0;115;115
473;01/05/2021;SO44783;69;157,75;3141;2983,25
474;01/05/2021;SO44780;30;156,8;2667;2510,2
475;01/05/2021;SO44786;534;23,4;280;256,6
476;01/05/2021;SO44782;253;196,95;3391;3194,05
477;01/05/2021;SO44781;195;5,8;278;272,2
478;02/05/2021;SO44789;284;9,6;306;296,4
479;02/05/2021;SO44790;608;0;112;112
480;02/05/2021;SO44788;525;120,2;1915;1794,8
481;02/05/2021;SO44793;116;12,4;415;402,6
482;02/05/2021;SO44791;513;268,1;3698;3429,9
483;02/05/2021;SO44787;374;116,3;3635;3518,7
484;02/05/2021;SO44792;20;90,1;2028;1937,9
485;03/05/2021;SO44795;567;145,55;3457;3311,45
486;03/05/2021;SO44797;580;265,1;5474;5208,9
487;03/05/2021;SO44794;670;5,8;162;156,2
488;03/05/2021;SO44796;380;94,55;1417;1322,45
489;04/05/2021;SO44800;528;50,15;1043;992,85
490;05/05/2021;SO44801;562;238,6;4597;4358,4
491;04/05/2021;SO44798;143;111,8;1834;1722,2
492;04/05/2021;SO44799;44;61,55;1621;1559,45
493;05/05/2021;SO44802;617;76,9;1021;944,1
494;05/05/2021;SO45039;627;207,8;3012;2804,2
495;05/05/2021;SO45038;215;141,2;2776;2634,8
496;06/05/2021;SO45046;494;29,85;265;235,15
497;06/05/2021;SO45041;165;0;290;290
498;06/05/2021;SO45047;159;267,95;4679;4411,05
499;06/05/2021;SO45042;615;79,4;1193;1113,6
500;06/05/2021;SO45044;237;47,6;680;632,4
501;06/05/2021;SO45043;52;94,45;1097;1002,55
502;06/05/2021;SO45040;512;8,35;115;106,65
503;06/05/2021;SO45045;149;73,35;1065;991,65
504;07/05/2021;SO45051;198;36,4;465;428,6
505;08/05/2021;SO45055;596;166,35;3194;3027,65
506;07/05/2021;SO45048;356;56,5;746;689,5
507;07/05/2021;SO45053;372;134,1;2660;2525,9
508;07/05/2021;SO45052;462;93,55;650;556,45
509;07/05/2021;SO45054;317;87,1;1399;1311,9
510;07/05/2021;SO45050;509;28,1;282;253,9
511;07/05/2021;SO45049;55;63,8;663;599,2
512;08/05/2021;SO45058;274;94,75;1558;1463,25
513;08/05/2021;SO45059;214;218,75;3092;2873,25
514;08/05/2021;SO45060;164;171,45;3174;3002,55
515;08/05/2021;SO45057;235;137,4;2358;2220,6
516;08/05/2021;SO45056;679;93,05;2027;1933,95
517;09/05/2021;SO45062;52;184,85;3167;2982,15
